source_name,samplename,STRAIN_TYPE,species ,org_id_abbr,sex_type,cellid,test_type,Biological.Replicate,inividual_id,Technical.Replicate,drugid,drugmatrix.drugid,Comment.chEMBL.ID,Control,Sample.Match,concentration ,dose_level,Dose.Unit,Dose.Duration.inDays,Dose.Duration.Unit,duration,Treatment.Group.,Accession.Number.7,Vehicle,batchid,chiptype,xptype,celfilename,organ_id
simvastatin_0.67_160_2,93701,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Simvastatin,simvastatin,CHEMBL1064,FALSE,control_0.67,160,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93701.CEL,Liver
simvastatin_0.67_160_3,93969,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Simvastatin,simvastatin,CHEMBL1064,FALSE,control_0.67,160,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93969.CEL,Liver
simvastatin_1_160_1,93538,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Simvastatin,simvastatin,CHEMBL1064,FALSE,control_1,160,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93538.CEL,Liver
simvastatin_1_160_2,93755,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Simvastatin,simvastatin,CHEMBL1064,FALSE,control_1,160,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93755.CEL,Liver
simvastatin_1_160_3,93931,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Simvastatin,simvastatin,CHEMBL1064,FALSE,control_1,160,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93931.CEL,Liver
sotalol_0.67_6666_1,93073,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Sotalol,sotalol,CHEMBL471,FALSE,control_0.67,6666,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93073.CEL,Liver
sotalol_0.67_6666_2,93111,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Sotalol,sotalol,CHEMBL471,FALSE,control_0.67,6666,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93111.CEL,Liver
sotalol_0.67_6666_3,93294,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Sotalol,sotalol,CHEMBL471,FALSE,control_0.67,6666,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93294.CEL,Liver
sotalol_1_6666_1,93115,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Sotalol,sotalol,CHEMBL471,FALSE,control_1,6666,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93115.CEL,Liver
sotalol_1_6666_2,93316,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Sotalol,sotalol,CHEMBL471,FALSE,control_1,6666,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93316.CEL,Liver
sotalol_1_6666_3,94205,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Sotalol,sotalol,CHEMBL471,FALSE,control_1,6666,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,94205.CEL,Liver
sparteine_0.67_2222_1,93254,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Sparteine,sparteine,CHEMBL44625,FALSE,control_0.67,2222,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93254.CEL,Liver
sparteine_0.67_2222_2,93562,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Sparteine,sparteine,CHEMBL44625,FALSE,control_0.67,2222,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93562.CEL,Liver
sparteine_0.67_2222_3,93584,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Sparteine,sparteine,CHEMBL44625,FALSE,control_0.67,2222,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93584.CEL,Liver
sparteine_1_2222_1,93211,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Sparteine,sparteine,CHEMBL44625,FALSE,control_1,2222,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93211.CEL,Liver
sparteine_1_2222_2,93581,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Sparteine,sparteine,CHEMBL44625,FALSE,control_1,2222,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93581.CEL,Liver
sparteine_1_2222_3,93937,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Sparteine,sparteine,CHEMBL44625,FALSE,control_1,2222,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93937.CEL,Liver
sporidesmin a_0.67_0.15_1,93180,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Sporidesmin,sporidesmin a,,FALSE,control_0.67,0.15,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93180.CEL,Liver
sporidesmin a_0.67_0.15_2,93230,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Sporidesmin,sporidesmin a,,FALSE,control_0.67,0.15,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93230.CEL,Liver
sporidesmin a_0.67_0.15_3,93963,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Sporidesmin,sporidesmin a,,FALSE,control_0.67,0.15,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93963.CEL,Liver
sporidesmin a_1_0.15_1,93078,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Sporidesmin,sporidesmin a,,FALSE,control_1,0.15,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93078.CEL,Liver
sporidesmin a_1_0.15_2,93188,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Sporidesmin,sporidesmin a,,FALSE,control_1,0.15,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93188.CEL,Liver
sporidesmin a_1_0.15_3,93242,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Sporidesmin,sporidesmin a,,FALSE,control_1,0.15,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93242.CEL,Liver
staurosporine_0.67_1.3_1,93114,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Staurosporine,staurosporine,CHEMBL290084,FALSE,control_0.67,1.3,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93114.CEL,Liver
staurosporine_0.67_1.3_2,93195,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Staurosporine,staurosporine,CHEMBL290084,FALSE,control_0.67,1.3,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93195.CEL,Liver
staurosporine_0.67_1.3_3,93237,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Staurosporine,staurosporine,CHEMBL290084,FALSE,control_0.67,1.3,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93237.CEL,Liver
staurosporine_1_1.3_1,93121,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Staurosporine,staurosporine,CHEMBL290084,FALSE,control_1,1.3,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93121.CEL,Liver
staurosporine_1_1.3_2,93209,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Staurosporine,staurosporine,CHEMBL290084,FALSE,control_1,1.3,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93209.CEL,Liver
staurosporine_1_1.3_3,93225,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Staurosporine,staurosporine,CHEMBL290084,FALSE,control_1,1.3,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93225.CEL,Liver
stavudine_0.67_1120_1,93290,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Stavudine,stavudine,CHEMBL124363,FALSE,control_0.67,1120,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93290.CEL,Liver
stavudine_0.67_1120_2,93364,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Stavudine,stavudine,CHEMBL124363,FALSE,control_0.67,1120,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93364.CEL,Liver
stavudine_0.67_1120_3,93446,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Stavudine,stavudine,CHEMBL124363,FALSE,control_0.67,1120,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93446.CEL,Liver
stavudine_1_1120_1,93280,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Stavudine,stavudine,CHEMBL124363,FALSE,control_1,1120,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93280.CEL,Liver
stavudine_1_1120_2,93346,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Stavudine,stavudine,CHEMBL124363,FALSE,control_1,1120,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93346.CEL,Liver
stavudine_1_1120_3,93398,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Stavudine,stavudine,CHEMBL124363,FALSE,control_1,1120,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93398.CEL,Liver
streptozotocin_0.67_3000_1,93808,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Streptozocin,Streptozotocin,CHEMBL1651906,FALSE,control_0.67,3000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93808.CEL,Liver
streptozotocin_0.67_3000_2,93877,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Streptozocin,Streptozotocin,CHEMBL1651906,FALSE,control_0.67,3000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93877.CEL,Liver
streptozotocin_0.67_3000_3,94219,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Streptozocin,Streptozotocin,CHEMBL1651906,FALSE,control_0.67,3000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,94219.CEL,Liver
streptozotocin_1_3000_1,93827,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Streptozocin,Streptozotocin,CHEMBL1651906,FALSE,control_1,3000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93827.CEL,Liver
streptozotocin_1_3000_2,93882,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Streptozocin,Streptozotocin,CHEMBL1651906,FALSE,control_1,3000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93882.CEL,Liver
streptozotocin_1_3000_3,94211,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Streptozocin,Streptozotocin,CHEMBL1651906,FALSE,control_1,3000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,94211.CEL,Liver
sulconazole_0.67_40_1,93068,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Sulconazole,sulconazole,CHEMBL1221,FALSE,control_0.67,40,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93068.CEL,Liver
sulconazole_0.67_40_2,93113,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Sulconazole,sulconazole,CHEMBL1221,FALSE,control_0.67,40,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93113.CEL,Liver
sulconazole_0.67_40_3,93569,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Sulconazole,sulconazole,CHEMBL1221,FALSE,control_0.67,40,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93569.CEL,Liver
sulconazole_1_40_1,93000,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Sulconazole,sulconazole,CHEMBL1221,FALSE,control_1,40,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93000.CEL,Liver
sulconazole_1_40_2,93128,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Sulconazole,sulconazole,CHEMBL1221,FALSE,control_1,40,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93128.CEL,Liver
sulconazole_1_40_3,93244,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Sulconazole,sulconazole,CHEMBL1221,FALSE,control_1,40,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93244.CEL,Liver
sulindac_0.67_750_1,93540,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Sulindac,sulindac,CHEMBL15770,FALSE,control_0.67,750,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93540.CEL,Liver
sulindac_0.67_750_2,93617,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Sulindac,sulindac,CHEMBL15770,FALSE,control_0.67,750,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93617.CEL,Liver
sulindac_0.67_750_3,93672,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Sulindac,sulindac,CHEMBL15770,FALSE,control_0.67,750,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93672.CEL,Liver
sulindac_1_750_1,93524,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Sulindac,sulindac,CHEMBL15770,FALSE,control_1,750,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93524.CEL,Liver
sulindac_1_750_2,93663,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Sulindac,sulindac,CHEMBL15770,FALSE,control_1,750,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93663.CEL,Liver
sulindac_1_750_3,93932,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Sulindac,sulindac,CHEMBL15770,FALSE,control_1,750,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93932.CEL,Liver
sulpiride_0.67_667_1,93779,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Sulpiride,sulpiride,CHEMBL26,FALSE,control_0.67,667,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93779.CEL,Liver
sulpiride_0.67_667_2,93854,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Sulpiride,sulpiride,CHEMBL26,FALSE,control_0.67,667,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93854.CEL,Liver
sulpiride_0.67_667_3,94223,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Sulpiride,sulpiride,CHEMBL26,FALSE,control_0.67,667,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,94223.CEL,Liver
sulpiride_1_667_1,93744,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Sulpiride,sulpiride,CHEMBL26,FALSE,control_1,667,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93744.CEL,Liver
sulpiride_1_667_2,93859,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Sulpiride,sulpiride,CHEMBL26,FALSE,control_1,667,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93859.CEL,Liver
sulpiride_1_667_3,94213,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Sulpiride,sulpiride,CHEMBL26,FALSE,control_1,667,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,94213.CEL,Liver
tacrolimus_0.67_50_1,93303,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Tacrolimus,tacrolimus hydrate,CHEMBL269732,FALSE,control_0.67,50,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93303.CEL,Liver
tacrolimus_0.67_50_2,93515,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Tacrolimus,tacrolimus hydrate,CHEMBL269732,FALSE,control_0.67,50,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93515.CEL,Liver
tacrolimus_0.67_50_3,93516,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Tacrolimus,tacrolimus hydrate,CHEMBL269732,FALSE,control_0.67,50,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93516.CEL,Liver
tacrolimus_1_50_1,93456,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Tacrolimus,tacrolimus hydrate,CHEMBL269732,FALSE,control_1,50,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93456.CEL,Liver
tacrolimus_1_50_2,93590,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Tacrolimus,tacrolimus hydrate,CHEMBL269732,FALSE,control_1,50,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93590.CEL,Liver
tamoxifen_0.67_37.5_1,93826,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Tamoxifen,tamoxifen,CHEMBL83,FALSE,control_0.67,37.5,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93826.CEL,Liver
tamoxifen_0.67_37.5_2,93837,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Tamoxifen,tamoxifen,CHEMBL83,FALSE,control_0.67,37.5,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93837.CEL,Liver
tamoxifen_0.67_37.5_3,94226,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Tamoxifen,tamoxifen,CHEMBL83,FALSE,control_0.67,37.5,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,94226.CEL,Liver
tamoxifen_1_37.5_1,93815,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Tamoxifen,tamoxifen,CHEMBL83,FALSE,control_1,37.5,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93815.CEL,Liver
tamoxifen_1_37.5_2,94224,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Tamoxifen,tamoxifen,CHEMBL83,FALSE,control_1,37.5,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,94224.CEL,Liver
tamoxifen_1_37.5_3,94225,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Tamoxifen,tamoxifen,CHEMBL83,FALSE,control_1,37.5,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,94225.CEL,Liver
tenidap_0.67_41_1,92998,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Tenidap,tenidap,CHEMBL1908355,FALSE,control_0.67,41,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,92998.CEL,Liver
tenidap_0.67_41_2,93084,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Tenidap,tenidap,CHEMBL1908355,FALSE,control_0.67,41,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93084.CEL,Liver
tenidap_0.67_41_3,93253,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Tenidap,tenidap,CHEMBL1908355,FALSE,control_0.67,41,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93253.CEL,Liver
tenidap_1_41_1,93072,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Tenidap,tenidap,CHEMBL1908355,FALSE,control_1,41,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93072.CEL,Liver
tenidap_1_41_2,93217,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Tenidap,tenidap,CHEMBL1908355,FALSE,control_1,41,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93217.CEL,Liver
tenidap_1_41_3,93560,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Tenidap,tenidap,CHEMBL1908355,FALSE,control_1,41,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93560.CEL,Liver
tetracycline_0.67_520_1,93553,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Tetracycline,tetracycline,CHEMBL1440,FALSE,control_0.67,520,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93553.CEL,Liver
tetracycline_0.67_520_2,93597,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Tetracycline,tetracycline,CHEMBL1440,FALSE,control_0.67,520,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93597.CEL,Liver
tetracycline_0.67_520_3,93615,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Tetracycline,tetracycline,CHEMBL1440,FALSE,control_0.67,520,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93615.CEL,Liver
tetracycline_1_520_1,93594,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Tetracycline,tetracycline,CHEMBL1440,FALSE,control_1,520,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93594.CEL,Liver
tetracycline_1_520_2,93661,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Tetracycline,tetracycline,CHEMBL1440,FALSE,control_1,520,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93661.CEL,Liver
tetracycline_1_520_3,93741,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Tetracycline,tetracycline,CHEMBL1440,FALSE,control_1,520,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93741.CEL,Liver
"tgf beta-1, human recombinant_0.67_5 ng/ml_1",93001,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,"TGF-Beta-1, human recombinant","tgf beta-1, human recombinant",,FALSE,control_0.67,5,High,ng/ml,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93001.CEL,Liver
"tgf beta-1, human recombinant_0.67_5 ng/ml_2",93556,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,"TGF-Beta-1, human recombinant","tgf beta-1, human recombinant",,FALSE,control_0.67,5,High,ng/ml,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93556.CEL,Liver
"tgf beta-1, human recombinant_0.67_5 ng/ml_3",93570,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,"TGF-Beta-1, human recombinant","tgf beta-1, human recombinant",,FALSE,control_0.67,5,High,ng/ml,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93570.CEL,Liver
