Source.Name	Characteristics.Subject.ID.	Characteristics.Strain.	Characteristics.Organism.	Term.Source.REF	Term.Accession.Number	Characteristics.Sex.	Factor.Value.Age.	Characteristics.AgeUnit.	Term.Source.REF.1	Term.Accession.Number.1	Characteristics.Organ.	Term.Source.REF.2	Term.Accession.Number.2	Characteristics.Tissue.	Term.Source.REF.3	Term.Accession.Number.3	Characteristics.Cell.	Term.Source.REF.4	Term.Accession.Number.4	Characteristics.Assay.Type.	Characteristics.Biological.Replicate.	Characteristics.Technical.Replicate.	Factor.Value.Compound.	Term.Source.REF.5	Term.Accession.Number.5	Characteristics.StdInChIKey.	Comment.chEMBL.ID.	Characteristics.Eniantiomer.	Characteristics.Compound.Class.	Characteristics.Control.	Characteristics.Sample.Match.	Factor.Value.Dose.	Characteristics.DoseUnit.	Term.Source.REF.6	Term.Accession.Number.6	Factor.Value.Dose.Duration.	Characteristics.Dose.DurationUnit.	Term.Source.REF.7	Term.Accession.Number.7	Factor.Value.Dose.Frequency.	Characteristics.Vehicle.	Characteristics.Route.	Term.Source.REF.8	Term.Accession.Number.8	Factor.Value.Sample.TimePoint.	Characteristics.Sample.TimePointUnit.	Term.Source.REF.9	Term.Accession.Number.9	Characteristics.Treatment.Group.	Protocol.REF	Sample.Name
sulconazole_0.67_40_3	93569	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	sulconazole			AFNXATANNDIXLG-UHFFFAOYSA-N	CHEMBL1221	NA	NA	FALSE	control_0.67	40	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulconazole_0.67_40_3
sulconazole_1_40_1	93000	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	sulconazole			AFNXATANNDIXLG-UHFFFAOYSA-N	CHEMBL1221	NA	NA	FALSE	control_1	40	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulconazole_1_40_1
sulconazole_1_40_2	93128	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	sulconazole			AFNXATANNDIXLG-UHFFFAOYSA-N	CHEMBL1221	NA	NA	FALSE	control_1	40	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulconazole_1_40_2
sulconazole_1_40_3	93244	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	sulconazole			AFNXATANNDIXLG-UHFFFAOYSA-N	CHEMBL1221	NA	NA	FALSE	control_1	40	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulconazole_1_40_3
sulindac_0.67_750_1	93540	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	sulindac	CHEBI	9352	MLKXDPUZXIRXEP-MFOYZWKCSA-N	CHEMBL15770	NA	NA	FALSE	control_0.67	750	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulindac_0.67_750_1
sulindac_0.67_750_2	93617	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	sulindac	CHEBI	9352	MLKXDPUZXIRXEP-MFOYZWKCSA-N	CHEMBL15770	NA	NA	FALSE	control_0.67	750	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulindac_0.67_750_2
sulindac_0.67_750_3	93672	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	sulindac	CHEBI	9352	MLKXDPUZXIRXEP-MFOYZWKCSA-N	CHEMBL15770	NA	NA	FALSE	control_0.67	750	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulindac_0.67_750_3
sulindac_1_750_1	93524	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	sulindac	CHEBI	9352	MLKXDPUZXIRXEP-MFOYZWKCSA-N	CHEMBL15770	NA	NA	FALSE	control_1	750	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulindac_1_750_1
sulindac_1_750_2	93663	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	sulindac	CHEBI	9352	MLKXDPUZXIRXEP-MFOYZWKCSA-N	CHEMBL15770	NA	NA	FALSE	control_1	750	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulindac_1_750_2
sulindac_1_750_3	93932	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	sulindac	CHEBI	9352	MLKXDPUZXIRXEP-MFOYZWKCSA-N	CHEMBL15770	NA	NA	FALSE	control_1	750	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulindac_1_750_3
sulpiride_0.67_667_1	93779	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	sulpiride	CHEBI	32168	BGRJTUBHPOOWDU-UHFFFAOYSA-N	CHEMBL26	NA	NA	FALSE	control_0.67	667	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulpiride_0.67_667_1
sulpiride_0.67_667_2	93854	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	sulpiride	CHEBI	32168	BGRJTUBHPOOWDU-UHFFFAOYSA-N	CHEMBL26	NA	NA	FALSE	control_0.67	667	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulpiride_0.67_667_2
sulpiride_0.67_667_3	94223	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	sulpiride	CHEBI	32168	BGRJTUBHPOOWDU-UHFFFAOYSA-N	CHEMBL26	NA	NA	FALSE	control_0.67	667	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulpiride_0.67_667_3
sulpiride_1_667_1	93744	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	sulpiride	CHEBI	32168	BGRJTUBHPOOWDU-UHFFFAOYSA-N	CHEMBL26	NA	NA	FALSE	control_1	667	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulpiride_1_667_1
sulpiride_1_667_2	93859	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	sulpiride	CHEBI	32168	BGRJTUBHPOOWDU-UHFFFAOYSA-N	CHEMBL26	NA	NA	FALSE	control_1	667	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulpiride_1_667_2
sulpiride_1_667_3	94213	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	sulpiride	CHEBI	32168	BGRJTUBHPOOWDU-UHFFFAOYSA-N	CHEMBL26	NA	NA	FALSE	control_1	667	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	sulpiride_1_667_3
tacrolimus_0.67_50_1	93303	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	tacrolimus hydrate	CHEBI	61057	QJJXYPPXXYFBGM-LFZNUXCKSA-N	CHEMBL269732	NA	NA	FALSE	control_0.67	50	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tacrolimus_0.67_50_1
tacrolimus_0.67_50_2	93515	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	tacrolimus hydrate	CHEBI	61057	QJJXYPPXXYFBGM-LFZNUXCKSA-N	CHEMBL269732	NA	NA	FALSE	control_0.67	50	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tacrolimus_0.67_50_2
tacrolimus_0.67_50_3	93516	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	tacrolimus hydrate	CHEBI	61057	QJJXYPPXXYFBGM-LFZNUXCKSA-N	CHEMBL269732	NA	NA	FALSE	control_0.67	50	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tacrolimus_0.67_50_3
tacrolimus_1_50_1	93456	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	tacrolimus hydrate	CHEBI	61057	QJJXYPPXXYFBGM-LFZNUXCKSA-N	CHEMBL269732	NA	NA	FALSE	control_1	50	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tacrolimus_1_50_1
tacrolimus_1_50_2	93590	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	tacrolimus hydrate	CHEBI	61057	QJJXYPPXXYFBGM-LFZNUXCKSA-N	CHEMBL269732	NA	NA	FALSE	control_1	50	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tacrolimus_1_50_2
tamoxifen_0.67_37.5_1	93826	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	tamoxifen	CHEBI	41774	NKANXQFJJICGDU-QPLCGJKRSA-N	CHEMBL83	NA	NA	FALSE	control_0.67	37.5	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tamoxifen_0.67_37.5_1
tamoxifen_0.67_37.5_2	93837	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	tamoxifen	CHEBI	41774	NKANXQFJJICGDU-QPLCGJKRSA-N	CHEMBL83	NA	NA	FALSE	control_0.67	37.5	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tamoxifen_0.67_37.5_2
tamoxifen_0.67_37.5_3	94226	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	tamoxifen	CHEBI	41774	NKANXQFJJICGDU-QPLCGJKRSA-N	CHEMBL83	NA	NA	FALSE	control_0.67	37.5	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tamoxifen_0.67_37.5_3
tamoxifen_1_37.5_1	93815	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	tamoxifen	CHEBI	41774	NKANXQFJJICGDU-QPLCGJKRSA-N	CHEMBL83	NA	NA	FALSE	control_1	37.5	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tamoxifen_1_37.5_1
tamoxifen_1_37.5_2	94224	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	tamoxifen	CHEBI	41774	NKANXQFJJICGDU-QPLCGJKRSA-N	CHEMBL83	NA	NA	FALSE	control_1	37.5	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tamoxifen_1_37.5_2
tamoxifen_1_37.5_3	94225	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	tamoxifen	CHEBI	41774	NKANXQFJJICGDU-QPLCGJKRSA-N	CHEMBL83	NA	NA	FALSE	control_1	37.5	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tamoxifen_1_37.5_3
tenidap_0.67_41_1	92998	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	tenidap	CHEBI	35847	LXIKEPCNDFVJKC-QXMHVHEDSA-N	CHEMBL1908355	NA	NA	FALSE	control_0.67	41	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tenidap_0.67_41_1
tenidap_0.67_41_2	93084	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	tenidap	CHEBI	35847	LXIKEPCNDFVJKC-QXMHVHEDSA-N	CHEMBL1908355	NA	NA	FALSE	control_0.67	41	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tenidap_0.67_41_2
tenidap_0.67_41_3	93253	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	tenidap	CHEBI	35847	LXIKEPCNDFVJKC-QXMHVHEDSA-N	CHEMBL1908355	NA	NA	FALSE	control_0.67	41	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tenidap_0.67_41_3
tenidap_1_41_1	93072	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	tenidap	CHEBI	35847	LXIKEPCNDFVJKC-QXMHVHEDSA-N	CHEMBL1908355	NA	NA	FALSE	control_1	41	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tenidap_1_41_1
tenidap_1_41_2	93217	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	tenidap	CHEBI	35847	LXIKEPCNDFVJKC-QXMHVHEDSA-N	CHEMBL1908355	NA	NA	FALSE	control_1	41	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tenidap_1_41_2
tenidap_1_41_3	93560	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	tenidap	CHEBI	35847	LXIKEPCNDFVJKC-QXMHVHEDSA-N	CHEMBL1908355	NA	NA	FALSE	control_1	41	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tenidap_1_41_3
tetracycline_0.67_520_1	93553	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	tetracycline	CHEBI	27902	OFVLGDICTFRJMM-WESIUVDSSA-N	CHEMBL1440	NA	NA	FALSE	control_0.67	520	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tetracycline_0.67_520_1
tetracycline_0.67_520_2	93597	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	tetracycline	CHEBI	27902	OFVLGDICTFRJMM-WESIUVDSSA-N	CHEMBL1440	NA	NA	FALSE	control_0.67	520	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tetracycline_0.67_520_2
tetracycline_0.67_520_3	93615	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	tetracycline	CHEBI	27902	OFVLGDICTFRJMM-WESIUVDSSA-N	CHEMBL1440	NA	NA	FALSE	control_0.67	520	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tetracycline_0.67_520_3
tetracycline_1_520_1	93594	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	tetracycline	CHEBI	27902	OFVLGDICTFRJMM-WESIUVDSSA-N	CHEMBL1440	NA	NA	FALSE	control_1	520	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tetracycline_1_520_1
tetracycline_1_520_2	93661	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	tetracycline	CHEBI	27902	OFVLGDICTFRJMM-WESIUVDSSA-N	CHEMBL1440	NA	NA	FALSE	control_1	520	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tetracycline_1_520_2
tetracycline_1_520_3	93741	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	tetracycline	CHEBI	27902	OFVLGDICTFRJMM-WESIUVDSSA-N	CHEMBL1440	NA	NA	FALSE	control_1	520	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tetracycline_1_520_3
"tgf beta-1, human recombinant_0.67_5 ng/ml_1"	93001	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	"tgf beta-1, human recombinant"			NA		NA	NA	FALSE	control_0.67	5 ng/ml	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	"tgf beta-1, human recombinant_0.67_5 ng/ml_1"
"tgf beta-1, human recombinant_0.67_5 ng/ml_2"	93556	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	"tgf beta-1, human recombinant"			NA		NA	NA	FALSE	control_0.67	5 ng/ml	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	"tgf beta-1, human recombinant_0.67_5 ng/ml_2"
"tgf beta-1, human recombinant_0.67_5 ng/ml_3"	93570	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	"tgf beta-1, human recombinant"			NA		NA	NA	FALSE	control_0.67	5 ng/ml	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	"tgf beta-1, human recombinant_0.67_5 ng/ml_3"
"tgf beta-1, human recombinant_1_5 ng/ml_1"	93065	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	"tgf beta-1, human recombinant"			NA		NA	NA	FALSE	control_1	5 ng/ml	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	"tgf beta-1, human recombinant_1_5 ng/ml_1"
"tgf beta-1, human recombinant_1_5 ng/ml_2"	93086	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	"tgf beta-1, human recombinant"			NA		NA	NA	FALSE	control_1	5 ng/ml	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	"tgf beta-1, human recombinant_1_5 ng/ml_2"
"tgf beta-1, human recombinant_1_5 ng/ml_3"	93260	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	"tgf beta-1, human recombinant"			NA		NA	NA	FALSE	control_1	5 ng/ml	micromolar	UO	UO:0000064	1	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	"tgf beta-1, human recombinant_1_5 ng/ml_3"
tretinoin_0.67_156_1	93857	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	1	1	all-trans-retinoic acid	CHEBI	15367	SHGAZHPCJJPHSC-YCNIQYBTSA-N	CHEMBL38	NA	NA	FALSE	control_0.67	156	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tretinoin_0.67_156_1
tretinoin_0.67_156_2	93944	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	2	1	all-trans-retinoic acid	CHEBI	15367	SHGAZHPCJJPHSC-YCNIQYBTSA-N	CHEMBL38	NA	NA	FALSE	control_0.67	156	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tretinoin_0.67_156_2
tretinoin_0.67_156_3	94005	RHCYT	Rattus norvegicus	NCBITaxon	obo:NCBITaxon_10116	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hepatocyte	BioModels	fma:FMA_14515	in vitro	3	1	all-trans-retinoic acid	CHEBI	15367	SHGAZHPCJJPHSC-YCNIQYBTSA-N	CHEMBL38	NA	NA	FALSE	control_0.67	156	micromolar	UO	UO:0000064	0.67	day	UO	UO:0000033	NA	DMSO .1 %	NA	NA	NA	NA	NA	NA	NA	treated	sample collection	tretinoin_0.67_156_3
